Codigo Invias,NombreEstacionPeaje,Fecha,Trafico,Recaudo
5204,CIAT,04/01/2017,295291,2458036900
5204,CIAT,05/01/2017,319638,2658571420
5204,CIAT,06/01/2017,306690,2578916300
5204,CIAT,07/01/2017,321453,2747982600
5204,CIAT,08/01/2017,319662,2745261500
5204,CIAT,09/01/2017,300310,2557455200
5204,CIAT,10/01/2017,311479,2596735300
5204,CIAT,11/01/2017,308474,2579101900
5204,CIAT,12/01/2017,361552,3053687900
5204,CIAT,01/01/2018,323527,2762069500
5204,CIAT,02/01/2018,286893,2536016300
5204,CIAT,03/01/2018,313297,2716234400
5204,CIAT,04/01/2018,310079,2713239800
5204,CIAT,05/01/2018,318460,2805829900
5204,CIAT,06/01/2018,311339,2798393300
5204,CIAT,07/01/2018,325536,2924671500
5204,CIAT,08/01/2018,329820,2991994800
5204,CIAT,09/01/2018,314719,2858552900
5204,CIAT,10/01/2018,330766,2955686500
5204,CIAT,11/01/2018,0,0
5204,CIAT,12/01/2018,0,0
3866,CIRCASIA,01/01/2014,222796,2704524900
3866,CIRCASIA,02/01/2014,162080,2035905100
3866,CIRCASIA,03/01/2014,181483,2272609600
3866,CIRCASIA,04/01/2014,201492,2488712400
3866,CIRCASIA,05/01/2014,180691,2287160650
3866,CIRCASIA,06/01/2014,189878,2347601800
3866,CIRCASIA,07/01/2014,194051,2437008500
3866,CIRCASIA,08/01/2014,205289,2557138800
3866,CIRCASIA,09/01/2014,181599,2287042950
3866,CIRCASIA,10/01/2014,204758,2550642300
3866,CIRCASIA,11/01/2014,198983,2482025650
3866,CIRCASIA,12/01/2014,241907,2972040000
3866,CIRCASIA,01/01/2015,244642,3057794000
3866,CIRCASIA,02/01/2015,171283,2240890850
3866,CIRCASIA,03/01/2015,198554,2558809950
3866,CIRCASIA,04/01/2015,204925,2644417850
3866,CIRCASIA,05/01/2015,200409,2620409350
3866,CIRCASIA,06/01/2015,213442,2753388250
3866,CIRCASIA,07/01/2015,219700,2881200500
3866,CIRCASIA,08/01/2015,215189,2817046700
3866,CIRCASIA,09/01/2015,195224,2569325750
3866,CIRCASIA,10/01/2015,215098,2800190500
3866,CIRCASIA,11/01/2015,209433,2711455300
3866,CIRCASIA,12/01/2015,265231,3364985100
3866,CIRCASIA,01/01/2016,272350,3614918500
3866,CIRCASIA,02/01/2016,191931,2675283600
3866,CIRCASIA,03/01/2016,237172,3233860750
3866,CIRCASIA,04/01/2016,196234,2725188800
3866,CIRCASIA,05/01/2016,216590,2984502550
3866,CIRCASIA,06/01/2016,219414,3021552700
3866,CIRCASIA,07/01/2016,237731,3220751150
3866,CIRCASIA,08/01/2016,230308,3204525450
3866,CIRCASIA,09/01/2016,207972,2906311100
3866,CIRCASIA,10/01/2016,233360,3222635250
3866,CIRCASIA,11/01/2016,224161,3113659120
3866,CIRCASIA,12/01/2016,269845,3675874300
3866,CIRCASIA,01/01/2017,280845,3953163400
3866,CIRCASIA,02/01/2017,196192,2888930300
3866,CIRCASIA,03/01/2017,217177,3176046650
3866,CIRCASIA,04/01/2017,239768,3453043050
3866,CIRCASIA,05/01/2017,217632,3159697000
3866,CIRCASIA,06/01/2017,233349,3384741200
3866,CIRCASIA,07/01/2017,246129,3562876200
3866,CIRCASIA,08/01/2017,239845,3476868900
3866,CIRCASIA,09/01/2017,217509,3195157400
3866,CIRCASIA,10/01/2017,240738,3517923370
3866,CIRCASIA,11/01/2017,233406,3441269350
3866,CIRCASIA,12/01/2017,288086,4130670750
3866,CIRCASIA,01/01/2018,289888,4267344100
3866,CIRCASIA,02/01/2018,203841,3116539000
3866,CIRCASIA,03/01/2018,254102,3802843200
3866,CIRCASIA,04/01/2018,219547,3356896500
3866,CIRCASIA,05/01/2018,222486,3410025000
3866,CIRCASIA,06/01/2018,199905,3051586300
3866,CIRCASIA,07/01/2018,256688,3868945900
3866,CIRCASIA,08/01/2018,247892,3771508400
3866,CIRCASIA,09/01/2018,230464,3540187200
3866,CIRCASIA,10/01/2018,247173,3772124800
3866,CIRCASIA,11/01/2018,240944,3679215050
3866,CIRCASIA,12/01/2018,300383,4494666650
10406,CIRILO,01/01/2014,0,0
10406,CIRILO,02/01/2014,0,0
10406,CIRILO,03/01/2014,0,0
10406,CIRILO,04/01/2014,0,0
10406,CIRILO,05/01/2014,0,0
10406,CIRILO,06/01/2014,0,0
10406,CIRILO,07/01/2014,0,0
10406,CIRILO,08/01/2014,0,0
10406,CIRILO,09/01/2014,0,0
10406,CIRILO,10/01/2014,0,0
10406,CIRILO,11/01/2014,0,0
10406,CIRILO,12/01/2014,0,0
10406,CIRILO,01/01/2015,0,0
10406,CIRILO,02/01/2015,0,0
10406,CIRILO,03/01/2015,0,0
10406,CIRILO,04/01/2015,0,0
10406,CIRILO,05/01/2015,0,0
10406,CIRILO,06/01/2015,0,0
10406,CIRILO,07/01/2015,0,0
10406,CIRILO,08/01/2015,0,0
10406,CIRILO,09/01/2015,0,0
10406,CIRILO,10/01/2015,0,0
10406,CIRILO,11/01/2015,0,0
10406,CIRILO,12/01/2015,0,0
10406,CIRILO,01/01/2016,0,0
10406,CIRILO,02/01/2016,0,0
10406,CIRILO,03/01/2016,0,0
10406,CIRILO,04/01/2016,0,0
10406,CIRILO,05/01/2016,0,0
10406,CIRILO,06/01/2016,0,0
10406,CIRILO,07/01/2016,0,0
10406,CIRILO,08/01/2016,0,0
10406,CIRILO,09/01/2016,0,0
10406,CIRILO,10/01/2016,0,0
10406,CIRILO,11/01/2016,0,0
10406,CIRILO,12/01/2016,0,0
10406,CIRILO,01/01/2017,0,0
10406,CIRILO,02/01/2017,0,0
10406,CIRILO,03/01/2017,0,0
10406,CIRILO,04/01/2017,0,0
10406,CIRILO,05/01/2017,0,0
10406,CIRILO,06/01/2017,0,0
10406,CIRILO,07/01/2017,0,0
10406,CIRILO,08/01/2017,0,0
10406,CIRILO,09/01/2017,0,0
10406,CIRILO,10/01/2017,0,0
10406,CIRILO,11/01/2017,0,0
10406,CIRILO,12/01/2017,0,0
10406,CIRILO,01/01/2018,0,0
10406,CIRILO,02/01/2018,0,0
10406,CIRILO,03/01/2018,0,0
10406,CIRILO,04/01/2018,0,0
10406,CIRILO,05/01/2018,0,0
10406,CIRILO,06/01/2018,0,0
10406,CIRILO,07/01/2018,0,0
10406,CIRILO,08/01/2018,0,0
10406,CIRILO,09/01/2018,0,0
10406,CIRILO,10/01/2018,54938,546297500
10406,CIRILO,11/01/2018,49415,481800000
10406,CIRILO,12/01/2018,60411,567010300
3961,CISNEROS,01/01/2014,0,0
3961,CISNEROS,02/01/2014,0,0
3961,CISNEROS,03/01/2014,0,0
3961,CISNEROS,04/01/2014,0,0
3961,CISNEROS,05/01/2014,0,0
3961,CISNEROS,06/01/2014,0,0
3961,CISNEROS,07/01/2014,0,0
3961,CISNEROS,08/01/2014,0,0
3961,CISNEROS,09/01/2014,0,0
3961,CISNEROS,10/01/2014,0,0
3961,CISNEROS,11/01/2014,0,0
3961,CISNEROS,12/01/2014,0,0
3961,CISNEROS,01/01/2015,0,0
3961,CISNEROS,02/01/2015,0,0
3961,CISNEROS,03/01/2015,0,0
3961,CISNEROS,04/01/2015,0,0
3961,CISNEROS,05/01/2015,0,0
3961,CISNEROS,06/01/2015,0,0
3961,CISNEROS,07/01/2015,0,0
3961,CISNEROS,08/01/2015,0,0
3961,CISNEROS,09/01/2015,0,0
3961,CISNEROS,10/01/2015,0,0
3961,CISNEROS,11/01/2015,0,0
3961,CISNEROS,12/01/2015,0,0
3961,CISNEROS,01/01/2016,0,0
3961,CISNEROS,02/01/2016,0,0
3961,CISNEROS,03/01/2016,0,0
3961,CISNEROS,04/01/2016,19594,172899900
3961,CISNEROS,05/01/2016,47667,413543200
3961,CISNEROS,06/01/2016,50202,437250400
3961,CISNEROS,07/01/2016,50285,438940500
3961,CISNEROS,08/01/2016,51395,452540000
3961,CISNEROS,09/01/2016,46178,406750050
3961,CISNEROS,10/01/2016,52571,464692300
3961,CISNEROS,11/01/2016,51021,453232600
3961,CISNEROS,12/01/2016,63034,547389550
3961,CISNEROS,01/01/2017,67954,628000200
3961,CISNEROS,02/01/2017,44503,415602700
3961,CISNEROS,03/01/2017,49494,462502700
3961,CISNEROS,04/01/2017,54098,487534600
3961,CISNEROS,05/01/2017,49887,461183000
3961,CISNEROS,06/01/2017,52629,476318400
3961,CISNEROS,07/01/2017,53884,492105900
3961,CISNEROS,08/01/2017,52277,474419800
3961,CISNEROS,09/01/2017,47526,438298950
3961,CISNEROS,10/01/2017,53537,488346800
3961,CISNEROS,11/01/2017,51610,470879200
3961,CISNEROS,12/01/2017,68423,593596300
3961,CISNEROS,01/01/2018,69598,605354200
3961,CISNEROS,02/01/2018,48062,444387600
3961,CISNEROS,03/01/2018,59421,528228700
3961,CISNEROS,04/01/2018,55303,498864700
3961,CISNEROS,05/01/2018,55037,511856900
3961,CISNEROS,06/01/2018,63487,611131600
3961,CISNEROS,07/01/2018,61606,563140200
3961,CISNEROS,08/01/2018,59146,532323400
3961,CISNEROS,09/01/2018,56575,523584600
3961,CISNEROS,10/01/2018,61488,564433200
3961,CISNEROS,11/01/2018,57370,514702800
3961,CISNEROS,12/01/2018,72715,624989000
3861,COCORNA,01/01/2014,141142,2059887600
3861,COCORNA,02/01/2014,89139,1575614600
3861,COCORNA,03/01/2014,100123,1736442300
3861,COCORNA,04/01/2014,115135,1829849500
3861,COCORNA,05/01/2014,99031,1804480500
3861,COCORNA,06/01/2014,113555,1815856300
3861,COCORNA,07/01/2014,109329,1910498400
3861,COCORNA,08/01/2014,115852,1908771600
3861,COCORNA,09/01/2014,102528,1832985400
3861,COCORNA,10/01/2014,115323,1962262600
3861,COCORNA,11/01/2014,111724,1887390400
3861,COCORNA,12/01/2014,152225,2271126800
3861,COCORNA,01/01/2015,162340,2440808100
3861,COCORNA,02/01/2015,101301,1914147600
3861,COCORNA,03/01/2015,112144,1960206200
3861,COCORNA,04/01/2015,118497,2050303900
3861,COCORNA,05/01/2015,113808,2026790200
3861,COCORNA,06/01/2015,131195,2188993200
3861,COCORNA,07/01/2015,125797,2231208700
3861,COCORNA,08/01/2015,128103,2215237200
3861,COCORNA,09/01/2015,111288,2062591200
3861,COCORNA,10/01/2015,133055,2312999200
3861,COCORNA,11/01/2015,125525,2203142800
3861,COCORNA,12/01/2015,170570,2621008200
3861,COCORNA,01/01/2016,180523,2881114300
3861,COCORNA,02/01/2016,108380,2202890300
3861,COCORNA,03/01/2016,142183,2525151600
3861,COCORNA,04/01/2016,106275,2179348900
3861,COCORNA,05/01/2016,120986,2311119100
3861,COCORNA,06/01/2016,123520,2241534300
3861,COCORNA,07/01/2016,123667,2075454500
3861,COCORNA,08/01/2016,137984,2659718200
3861,COCORNA,09/01/2016,118759,2332188600
3861,COCORNA,10/01/2016,143992,2594435300
3861,COCORNA,11/01/2016,141380,2616115400
3861,COCORNA,12/01/2016,176893,2995828600
3861,COCORNA,01/01/2017,180565,3056164100
3861,COCORNA,02/01/2017,115877,2518718400
3861,COCORNA,03/01/2017,127341,2666404200
3861,COCORNA,04/01/2017,147378,2780284500
3861,COCORNA,05/01/2017,131667,2724550300
3861,COCORNA,06/01/2017,149821,2880396000
3861,COCORNA,07/01/2017,152693,2967331700
3861,COCORNA,08/01/2017,151120,3022298800
3861,COCORNA,09/01/2017,128575,2714200700
3861,COCORNA,10/01/2017,147827,2978141400
3861,COCORNA,11/01/2017,145162,2986200300
3861,COCORNA,12/01/2017,187461,3379519800
3861,COCORNA,01/01/2018,199901,3688295900
3861,COCORNA,02/01/2018,121191,2777453500
3861,COCORNA,03/01/2018,154535,3150096600
3861,COCORNA,04/01/2018,133044,2954775000
3861,COCORNA,05/01/2018,128955,2842038700
3861,COCORNA,06/01/2018,151143,3058124300
3861,COCORNA,07/01/2018,157154,3225318900
3861,COCORNA,08/01/2018,153711,3251137300
3861,COCORNA,09/01/2018,0,0
3861,COCORNA,10/01/2018,0,0
3861,COCORNA,11/01/2018,0,0
3861,COCORNA,12/01/2018,0,0
3840,COROZAL,01/01/2014,210126,2991480000
3840,COROZAL,02/01/2014,149379,2511528550
3840,COROZAL,03/01/2014,168178,2789494550
3840,COROZAL,04/01/2014,184526,2865612100
3840,COROZAL,05/01/2014,164622,2853370250
3840,COROZAL,06/01/2014,171120,2749758550
3840,COROZAL,07/01/2014,182790,3037759500
3840,COROZAL,08/01/2014,180861,2981873150
3840,COROZAL,09/01/2014,165380,2830414100
3840,COROZAL,10/01/2014,177311,2909024200
3840,COROZAL,11/01/2014,171314,2840880400
3840,COROZAL,12/01/2014,207316,3078244600
3840,COROZAL,01/01/2015,215470,3233919600
3840,COROZAL,02/01/2015,157126,2813913800
3840,COROZAL,03/01/2015,170173,2824500100
3840,COROZAL,04/01/2015,182229,3058501200
3840,COROZAL,05/01/2015,174938,3028381600
3840,COROZAL,06/01/2015,184047,2973713850
3840,COROZAL,07/01/2015,194706,3190535600
3840,COROZAL,08/01/2015,186306,3035243200
3840,COROZAL,09/01/2015,171841,2949134750
3840,COROZAL,10/01/2015,181370,3062102650
3840,COROZAL,11/01/2015,175712,2909117750
3840,COROZAL,12/01/2015,217189,3280280700
3840,COROZAL,01/01/2016,229713,3565459400
3840,COROZAL,02/01/2016,159011,2899965050
3840,COROZAL,03/01/2016,201959,3322409400
3840,COROZAL,04/01/2016,163674,3068723250
3840,COROZAL,05/01/2016,181470,3230205400
3840,COROZAL,06/01/2016,174883,2984891300
3840,COROZAL,07/01/2016,186880,2950556850
3840,COROZAL,08/01/2016,204749,3731114500
3840,COROZAL,09/01/2016,179382,3307348950
3840,COROZAL,10/01/2016,193508,3392264650
3840,COROZAL,11/01/2016,186849,3321513100
3840,COROZAL,12/01/2016,220990,3637281950
3840,COROZAL,01/01/2017,228406,3736296200
3840,COROZAL,02/01/2017,159785,3041001950
3840,COROZAL,03/01/2017,171688,3217368250
3840,COROZAL,04/01/2017,196138,3438924750
3840,COROZAL,05/01/2017,157294,2821558350
3840,COROZAL,06/01/2017,189374,3531966900
3840,COROZAL,07/01/2017,203152,3687118300
3840,COROZAL,08/01/2017,193941,3539821600
3840,COROZAL,09/01/2017,178218,3391085150
3840,COROZAL,10/01/2017,194415,3557265000
3840,COROZAL,11/01/2017,182855,3374160450
3840,COROZAL,12/01/2017,219810,3664264400
3840,COROZAL,01/01/2018,226678,3892552950
3840,COROZAL,02/01/2018,159986,3196588900
3840,COROZAL,03/01/2018,198039,3578435500
3840,COROZAL,04/01/2018,175620,3420228150
3840,COROZAL,05/01/2018,171792,3451471000
3840,COROZAL,06/01/2018,159998,3089045850
3840,COROZAL,07/01/2018,204259,3780860150
3840,COROZAL,08/01/2018,195559,3777690800
3840,COROZAL,09/01/2018,182830,3626748800
3840,COROZAL,10/01/2018,201643,3909313050
3840,COROZAL,11/01/2018,190100,3704525800
3840,COROZAL,12/01/2018,224507,3908438450
3865,DAZA,01/01/2014,146385,815553100
3865,DAZA,02/01/2014,111224,698849800
3865,DAZA,03/01/2014,123572,756269200
3865,DAZA,04/01/2014,130136,781061000
3865,DAZA,05/01/2014,120879,747915600
3865,DAZA,06/01/2014,130818,772548600
3865,DAZA,07/01/2014,143150,851262300
3865,DAZA,08/01/2014,142423,842287700
3865,DAZA,09/01/2014,123990,769655600
3865,DAZA,10/01/2014,133123,822308800
3865,DAZA,11/01/2014,131800,822130300
3865,DAZA,12/01/2014,149692,889248500
3865,DAZA,01/01/2015,163924,924496800
3865,DAZA,02/01/2015,118893,760467900
3865,DAZA,03/01/2015,132593,763705700
3865,DAZA,04/01/2015,138824,862431000
3865,DAZA,05/01/2015,0,0
3865,DAZA,06/01/2015,0,0
3865,DAZA,07/01/2015,0,0
3865,DAZA,08/01/2015,0,0
3865,DAZA,09/01/2015,0,0
3865,DAZA,10/01/2015,0,0
3865,DAZA,11/01/2015,0,0
3865,DAZA,12/01/2015,0,0
3865,DAZA,01/01/2016,0,0
3865,DAZA,02/01/2016,0,0
3865,DAZA,03/01/2016,0,0
3865,DAZA,04/01/2016,0,0
3865,DAZA,05/01/2016,0,0
3865,DAZA,06/01/2016,0,0
3865,DAZA,07/01/2016,0,0
3865,DAZA,08/01/2016,0,0
3865,DAZA,09/01/2016,0,0
3865,DAZA,10/01/2016,0,0
3865,DAZA,11/01/2016,0,0
3865,DAZA,12/01/2016,0,0
3865,DAZA,01/01/2017,0,0
3865,DAZA,02/01/2017,0,0
3865,DAZA,03/01/2017,0,0
3865,DAZA,04/01/2017,0,0
3865,DAZA,05/01/2017,0,0
3865,DAZA,06/01/2017,0,0
3865,DAZA,07/01/2017,0,0
3865,DAZA,08/01/2017,0,0
3865,DAZA,09/01/2017,0,0
3865,DAZA,10/01/2017,0,0
3865,DAZA,11/01/2017,0,0
3865,DAZA,12/01/2017,0,0
3865,DAZA,01/01/2018,0,0
3865,DAZA,02/01/2018,0,0
3865,DAZA,03/01/2018,0,0
3865,DAZA,04/01/2018,0,0
3865,DAZA,05/01/2018,0,0
3865,DAZA,06/01/2018,0,0
3865,DAZA,07/01/2018,0,0
3865,DAZA,08/01/2018,0,0
3865,DAZA,09/01/2018,0,0
3865,DAZA,10/01/2018,0,0
3865,DAZA,11/01/2018,0,0
3865,DAZA,12/01/2018,0,0
3849,EL CARMEN,01/01/2014,0,0
3849,EL CARMEN,02/01/2014,0,0
3849,EL CARMEN,03/01/2014,0,0
3849,EL CARMEN,04/01/2014,0,0
3849,EL CARMEN,05/01/2014,0,0
3849,EL CARMEN,06/01/2014,0,0
3849,EL CARMEN,07/01/2014,0,0
3849,EL CARMEN,08/01/2014,0,0
3849,EL CARMEN,09/01/2014,0,0
3849,EL CARMEN,10/01/2014,0,0
3849,EL CARMEN,11/01/2014,0,0
3849,EL CARMEN,12/01/2014,0,0
3849,EL CARMEN,01/01/2015,0,0
3849,EL CARMEN,02/01/2015,0,0
3849,EL CARMEN,03/01/2015,0,0
3849,EL CARMEN,04/01/2015,0,0
3849,EL CARMEN,05/01/2015,0,0
3849,EL CARMEN,06/01/2015,0,0
3849,EL CARMEN,07/01/2015,0,0
3849,EL CARMEN,08/01/2015,41122,428853600
3849,EL CARMEN,09/01/2015,92199,938296400
3849,EL CARMEN,10/01/2015,103655,1043120900
3849,EL CARMEN,11/01/2015,101540,1032187100
3849,EL CARMEN,12/01/2015,127022,1232616600
3849,EL CARMEN,01/01/2016,127543,1263536500
3849,EL CARMEN,02/01/2016,93046,1019753700
3849,EL CARMEN,03/01/2016,114505,1193819800
3849,EL CARMEN,04/01/2016,93310,1053437100
3849,EL CARMEN,05/01/2016,99686,1078715000
3849,EL CARMEN,06/01/2016,98885,1035800500
3849,EL CARMEN,07/01/2016,102272,1034526450
3849,EL CARMEN,08/01/2016,105760,1159262800
3849,EL CARMEN,09/01/2016,98755,1071888800
3849,EL CARMEN,10/01/2016,110440,1177322100
3849,EL CARMEN,11/01/2016,105912,1135098200
3849,EL CARMEN,12/01/2016,130226,1329148250
3849,EL CARMEN,01/01/2017,133065,1355806400
3849,EL CARMEN,02/01/2017,93746,1038352700
3849,EL CARMEN,03/01/2017,102878,1138655700
3849,EL CARMEN,04/01/2017,113547,1176960300
3849,EL CARMEN,05/01/2017,100983,1121246000
3849,EL CARMEN,06/01/2017,105736,1150824800
3849,EL CARMEN,07/01/2017,108384,1166242000
3849,EL CARMEN,08/01/2017,104394,1134737800
3849,EL CARMEN,09/01/2017,99100,1080068400
3849,EL CARMEN,10/01/2017,108634,1168504900
3849,EL CARMEN,11/01/2017,107765,1171295100
3849,EL CARMEN,12/01/2017,130221,1338458200
3849,EL CARMEN,01/01/2018,131486,1366758400
3849,EL CARMEN,02/01/2018,90567,1026237600
3849,EL CARMEN,03/01/2018,111073,1209960100
3849,EL CARMEN,04/01/2018,102785,1153150600
3849,EL CARMEN,05/01/2018,94591,1029099200
3849,EL CARMEN,06/01/2018,95824,988493600
3849,EL CARMEN,07/01/2018,107793,1166615200
3849,EL CARMEN,08/01/2018,103273,1152737300
3849,EL CARMEN,09/01/2018,96638,1080480100
3849,EL CARMEN,10/01/2018,106857,1175085850
3849,EL CARMEN,11/01/2018,103684,1152918100
3849,EL CARMEN,12/01/2018,124633,1333861000
5605,EL CERRITO,01/01/2014,0,3682455700
5605,EL CERRITO,02/01/2014,0,3067332500
5605,EL CERRITO,03/01/2014,0,3574511000
5605,EL CERRITO,04/01/2014,0,3536036100
5605,EL CERRITO,05/01/2014,0,3362055600
5605,EL CERRITO,06/01/2014,0,3598022550
5605,EL CERRITO,07/01/2014,0,3763886000
5605,EL CERRITO,08/01/2014,0,3762513300
5605,EL CERRITO,09/01/2014,0,3586891400
5605,EL CERRITO,10/01/2014,0,3642173150
5605,EL CERRITO,11/01/2014,0,3608617100
5605,EL CERRITO,12/01/2014,0,4254740000
5605,EL CERRITO,01/01/2015,0,4263116000
5605,EL CERRITO,02/01/2015,0,3621392800
5605,EL CERRITO,03/01/2015,0,3868638200
5605,EL CERRITO,04/01/2015,0,3847203000
5605,EL CERRITO,05/01/2015,0,4034526700
5605,EL CERRITO,06/01/2015,0,4158175900
5605,EL CERRITO,07/01/2015,0,4311209800
5605,EL CERRITO,08/01/2015,0,4182370900
5605,EL CERRITO,09/01/2015,0,3988784400
5605,EL CERRITO,10/01/2015,0,4206617600
5605,EL CERRITO,11/01/2015,0,4057702050
5605,EL CERRITO,12/01/2015,0,4843959400
5605,EL CERRITO,01/01/2016,478917,4773608400
5605,EL CERRITO,02/01/2016,371470,4091217200
5605,EL CERRITO,03/01/2016,441557,4701930400
5605,EL CERRITO,04/01/2016,378349,4079244350
5605,EL CERRITO,05/01/2016,412094,4199866600
5605,EL CERRITO,06/01/2016,401170,4077622300
5605,EL CERRITO,07/01/2016,450448,4406528700
5605,EL CERRITO,08/01/2016,450908,4828081900
5605,EL CERRITO,09/01/2016,406256,4323314500
5605,EL CERRITO,10/01/2016,437743,4543596500
5605,EL CERRITO,11/01/2016,432429,4423385300
5605,EL CERRITO,12/01/2016,516584,5086835700
5605,EL CERRITO,01/01/2017,494669,4967386200
5605,EL CERRITO,02/01/2017,383217,4348695800
5605,EL CERRITO,03/01/2017,422395,4658388500
5605,EL CERRITO,04/01/2017,456892,4872715600
5605,EL CERRITO,05/01/2017,411845,4340840800
5605,EL CERRITO,06/01/2017,433298,4654536500
5605,EL CERRITO,07/01/2017,474233,5196336800
5605,EL CERRITO,08/01/2017,463890,5246041400
5605,EL CERRITO,09/01/2017,422763,4815558600
5605,EL CERRITO,10/01/2017,452453,4940158400
5605,EL CERRITO,11/01/2017,441395,4733992200
5605,EL CERRITO,12/01/2017,539453,5565322900
5605,EL CERRITO,01/01/2018,513915,5435573600
5605,EL CERRITO,02/01/2018,393678,4577786300
5605,EL CERRITO,03/01/2018,477566,5360112100
5605,EL CERRITO,04/01/2018,429964,5014875300
5605,EL CERRITO,05/01/2018,425268,4844092300
5605,EL CERRITO,06/01/2018,448723,5135969600
5605,EL CERRITO,07/01/2018,486448,5476909700
5605,EL CERRITO,08/01/2018,474464,5515725500
5605,EL CERRITO,09/01/2018,436729,5180729300
5605,EL CERRITO,10/01/2018,469474,5414942800
5605,EL CERRITO,11/01/2018,0,0
5605,EL CERRITO,12/01/2018,0,0
3809,EL COPEY,01/01/2014,200666,2196879550
3809,EL COPEY,02/01/2014,130126,1692243500
3809,EL COPEY,03/01/2014,135226,1715125300
3809,EL COPEY,04/01/2014,160972,1928730200
3809,EL COPEY,05/01/2014,142880,1853113200
3809,EL COPEY,06/01/2014,150458,1883039850
3809,EL COPEY,07/01/2014,159520,2066533100
3809,EL COPEY,08/01/2014,144892,1815912950
3809,EL COPEY,09/01/2014,136266,1740369250
3809,EL COPEY,10/01/2014,154475,1949183750
3809,EL COPEY,11/01/2014,149424,1910684250
3809,EL COPEY,12/01/2014,176236,1990192750
3809,EL COPEY,01/01/2015,202594,2212755250
3809,EL COPEY,02/01/2015,140825,1891142000
3809,EL COPEY,03/01/2015,155703,2047428500
3809,EL COPEY,04/01/2015,159777,2007558700
3809,EL COPEY,05/01/2015,151597,1958865800
3809,EL COPEY,06/01/2015,154531,1901840500
3809,EL COPEY,07/01/2015,160820,2058246200
3809,EL COPEY,08/01/2015,152682,2000414400
3809,EL COPEY,09/01/2015,143598,1937840500
3809,EL COPEY,10/01/2015,160513,2105803200
3809,EL COPEY,11/01/2015,151538,1966056800
3809,EL COPEY,12/01/2015,182945,2101944850
3809,EL COPEY,01/01/2016,211825,2341546750
3809,EL COPEY,02/01/2016,131599,1770366900
3809,EL COPEY,03/01/2016,161149,2012801400
3809,EL COPEY,04/01/2016,136975,1886462800
3809,EL COPEY,05/01/2016,140858,1912613100
3809,EL COPEY,06/01/2016,146092,1902241400
3809,EL COPEY,07/01/2016,146860,1783410100
3809,EL COPEY,08/01/2016,154534,2119458800
3809,EL COPEY,09/01/2016,144892,2008386200
3809,EL COPEY,10/01/2016,157618,2086090600
3809,EL COPEY,11/01/2016,156959,2104369550
3809,EL COPEY,12/01/2016,190743,2368310700
3809,EL COPEY,01/01/2017,224805,2757400800
3809,EL COPEY,02/01/2017,143317,2114792150
3809,EL COPEY,03/01/2017,158351,2360005500
3809,EL COPEY,04/01/2017,163969,2174588600
3809,EL COPEY,05/01/2017,153408,2241027400
3809,EL COPEY,06/01/2017,159482,2235946150
3809,EL COPEY,07/01/2017,152893,2095199650
3809,EL COPEY,08/01/2017,148292,2094118300
3809,EL COPEY,09/01/2017,141500,2049487600
3809,EL COPEY,10/01/2017,156461,2222492300
3809,EL COPEY,11/01/2017,148602,2119204900
3809,EL COPEY,12/01/2017,186196,2361653700
3809,EL COPEY,01/01/2018,219416,2715741700
3809,EL COPEY,02/01/2018,132320,2007836200
3809,EL COPEY,03/01/2018,163364,2373389150
3809,EL COPEY,04/01/2018,160105,2452894400
3809,EL COPEY,05/01/2018,154196,2383857200
3809,EL COPEY,06/01/2018,163544,2388409550
3809,EL COPEY,07/01/2018,167693,2409713400
3809,EL COPEY,08/01/2018,154902,2314613500
3809,EL COPEY,09/01/2018,145767,2263120700
3809,EL COPEY,10/01/2018,162046,2419954900
3809,EL COPEY,11/01/2018,154900,2327587850
3809,EL COPEY,12/01/2018,191343,2538519200
3966,EL CORZO,01/01/2014,270050,2080560700
3966,EL CORZO,02/01/2014,235084,1789790300
3966,EL CORZO,03/01/2014,260265,2049383000
3966,EL CORZO,04/01/2014,259020,2048695900
3966,EL CORZO,05/01/2014,248709,1872686200
3966,EL CORZO,06/01/2014,254446,1962021200
3966,EL CORZO,07/01/2014,264972,2112102800
3966,EL CORZO,08/01/2014,273437,2119572800
3966,EL CORZO,09/01/2014,258878,2025233800
3966,EL CORZO,10/01/2014,271926,2120655300
3966,EL CORZO,11/01/2014,257628,1911514500
3966,EL CORZO,12/01/2014,276196,2121875600
3966,EL CORZO,01/01/2015,279776,2171104400
3966,EL CORZO,02/01/2015,244477,1964732900
3966,EL CORZO,03/01/2015,269752,2094923300
3966,EL CORZO,04/01/2015,264620,2112140000
3966,EL CORZO,05/01/2015,280791,2214933600
3966,EL CORZO,06/01/2015,274776,2187814000
3966,EL CORZO,07/01/2015,287939,2401519100
3966,EL CORZO,08/01/2015,287019,2370372800
3966,EL CORZO,09/01/2015,273620,2282743400
3966,EL CORZO,10/01/2015,284811,2365862500
3966,EL CORZO,11/01/2015,276485,2239252500
3966,EL CORZO,12/01/2015,294552,2385900600
3966,EL CORZO,01/01/2016,298387,2511709000
3966,EL CORZO,02/01/2016,264622,2267016000
3966,EL CORZO,03/01/2016,282953,2338730700
3966,EL CORZO,04/01/2016,270446,2276830300
3966,EL CORZO,05/01/2016,288836,2355862100
3966,EL CORZO,06/01/2016,279452,2278792600
3966,EL CORZO,07/01/2016,288443,2214267200
3966,EL CORZO,08/01/2016,299599,2443266600
