Codigo Invias,NombreEstacionPeaje,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018
8405,BRISAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,CAIMANERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547,49557,42476,50342,51221,66137,93993,44188,49278,72143,43842,52479,53262,49658,41637,48107,47349,62243,89593,40293,61388,43498,42288,55883,54090,46704,39637,46811,44025,60317
3868,CAIQUEROS,224888,120383,145295,176230,131531,172028,154292,168312,134469,168944,149868,227832,245170,131099,162746,171929,166467,200588,184181,193742,152850,195163,179680,262196,275069,142564,208017,143959,175161,184340,211533,186802,159077,200521,191994,258301,286669,148527,171179,212898,169956,207393,212554,203939,165310,208133,195904,282903,297080,153451,219167,176086,176462,214556,226198,207882,173691,208560,203104,282390
3950,CALAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33197,74864,84112,79638,96889,97215,75682,91891,72393,79594,76838,80567,80841,75210,81702,78547,95384,94195,71657,77186,86347,77171,80663,82001,79233,73119,79983,79683,95836,92602,68229,83621,76497,71417,71198,78782,76131,71013,77759,76433,92234
3987,CAMBAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,8251,8460,6788,6573,8637,9907,11241,10839,13427,13785,22697
3862,CANO,67817,43655,47269,54671,44865,50259,57521,54601,46756,52681,49700,64772,73938,45961,51483,56831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,CASABLANCA,284577,208941,236367,260080,254481,265546,250496,265160,229286,264958,260279,301745,305992,219941,249441,267239,260961,286119,274330,282357,240936,286899,272654,330610,327300,238905,300428,243465,273766,266477,277834,285758,252833,293486,275877,321201,324035,234534,259241,292700,257951,274204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,CASETABLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21976,49665,49647,46622,50142,48386,49909,45965,48549,50731,39874,47595,44290,45402,43182,45724,46728,43638,45390,46533,49919,50357,39248,45629,44563,47445,44219,45197,45865,44774,50777,50660,54076
5604,CENCAR,154651,144205,158188,154615,162314,151249,164740,164333,156285,163388,156666,181738,161923,150848,174682,178724,191289,197030,218105,210892,202058,212934,200265,221845,193386,187246,192522,182076,191077,189967,194543,196328,187201,190355,189018,214907,185391,173832,191149,179839,188959,191107,190810,190978,174896,176829,180142,204181,177434,163238,181611,176809,184195,183256,188432,193895,187396,195956,0,0
3919,CERRITOS II,301144,243489,270925,283507,272603,271049,287506,292085,268419,294105,286953,335334,327833,259947,285783,293892,293130,300403,314756,316048,293920,314452,307040,360845,356980,285596,331024,290987,310210,293582,317057,338022,303469,324704,320480,370572,363602,280679,310083,321846,306255,316907,336180,332104,301762,324844,323003,380663,365220,270068,318382,297504,296904,304340,329930,328785,297487,319386,314930,366352
3923,CHICORAL,297468,207631,230053,266398,232042,257946,258938,257300,228038,263537,262524,321056,320658,217308,246674,259181,248290,287260,279770,269285,244304,280259,261675,344368,340038,224868,290171,232048,256354,255944,278906,284510,248617,282117,270470,340845,341108,227161,253904,291581,239707,287821,303721,284972,260399,294838,271343,350801,340259,227038,286422,252995,249418,282311,298503,286491,258763,297913,282679,348521
3991,CHINAUTA,638753,391017,460051,529433,437796,574910,525310,535099,451346,557594,534705,656464,692654,419464,502586,521147,527528,654743,609618,595823,504304,622056,562484,731016,753404,451194,608688,456602,0,0,0,0,0,0,0,733765,784373,472997,554505,645928,541628,660907,709193,624816,535238,653954,593358,788558,797079,476611,664646,529305,536160,690043,721114,633166,554767,668129,625005,775166
3815,CHUSACA,732303,473289,555878,631411,543066,690657,633643,659650,561333,680269,664101,808624,816440,531570,635320,649964,670130,798940,738967,742424,631811,762929,708336,906033,901913,578198,758332,589225,0,0,0,0,0,0,0,927587,940349,608050,702300,798522,695422,816095,866881,780912,678387,811317,753850,982094,950891,611014,830465,674230,682220,845407,870132,783549,702719,839977,791663,975938
5204,CIAT,262857,234743,252357,253316,258856,247832,268410,270919,257613,270934,263401,312960,280270,251009,274266,278363,271480,268880,286752,286472,276657,297791,282602,326916,290790,263613,284751,275667,291319,287072,306187,307524,292953,305690,303109,350669,317848,280559,308850,295291,319638,306690,321453,319662,300310,311479,308474,361552,323527,286893,313297,310079,318460,311339,325536,329820,314719,330766,0,0
3866,CIRCASIA,222796,162080,181483,201492,180691,189878,194051,205289,181599,204758,198983,241907,244642,171283,198554,204925,200409,213442,219700,215189,195224,215098,209433,265231,272350,191931,237172,196234,216590,219414,237731,230308,207972,233360,224161,269845,280845,196192,217177,239768,217632,233349,246129,239845,217509,240738,233406,288086,289888,203841,254102,219547,222486,199905,256688,247892,230464,247173,240944,300383
10406,CIRILO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54938,49415,60411
3961,CISNEROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19594,47667,50202,50285,51395,46178,52571,51021,63034,67954,44503,49494,54098,49887,52629,53884,52277,47526,53537,51610,68423,69598,48062,59421,55303,55037,63487,61606,59146,56575,61488,57370,72715
3861,COCORNA,141142,89139,100123,115135,99031,113555,109329,115852,102528,115323,111724,152225,162340,101301,112144,118497,113808,131195,125797,128103,111288,133055,125525,170570,180523,108380,142183,106275,120986,123520,123667,137984,118759,143992,141380,176893,180565,115877,127341,147378,131667,149821,152693,151120,128575,147827,145162,187461,199901,121191,154535,133044,128955,151143,157154,153711,0,0,0,0
3840,COROZAL,210126,149379,168178,184526,164622,171120,182790,180861,165380,177311,171314,207316,215470,157126,170173,182229,174938,184047,194706,186306,171841,181370,175712,217189,229713,159011,201959,163674,181470,174883,186880,204749,179382,193508,186849,220990,228406,159785,171688,196138,157294,189374,203152,193941,178218,194415,182855,219810,226678,159986,198039,175620,171792,159998,204259,195559,182830,201643,190100,224507
3865,DAZA,146385,111224,123572,130136,120879,130818,143150,142423,123990,133123,131800,149692,163924,118893,132593,138824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,EL CARMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41122,92199,103655,101540,127022,127543,93046,114505,93310,99686,98885,102272,105760,98755,110440,105912,130226,133065,93746,102878,113547,100983,105736,108384,104394,99100,108634,107765,130221,131486,90567,111073,102785,94591,95824,107793,103273,96638,106857,103684,124633
5605,EL CERRITO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478917,371470,441557,378349,412094,401170,450448,450908,406256,437743,432429,516584,494669,383217,422395,456892,411845,433298,474233,463890,422763,452453,441395,539453,513915,393678,477566,429964,425268,448723,486448,474464,436729,469474,0,0
3809,EL COPEY,200666,130126,135226,160972,142880,150458,159520,144892,136266,154475,149424,176236,202594,140825,155703,159777,151597,154531,160820,152682,143598,160513,151538,182945,211825,131599,161149,136975,140858,146092,146860,154534,144892,157618,156959,190743,224805,143317,158351,163969,153408,159482,152893,148292,141500,156461,148602,186196,219416,132320,163364,160105,154196,163544,167693,154902,145767,162046,154900,191343
3966,EL CORZO,270050,235084,260265,259020,248709,254446,264972,273437,258878,271926,257628,276196,279776,244477,269752,264620,280791,274776,287939,287019,273620,284811,276485,294552,298387,264622,282953,270446,288836,279452,288443,299599,288888,301450,289426,307317,309282,270079,294673,287688,301061,290650,309007,302962,283487,298882,288721,308070,309681,267127,296647,273396,294099,288437,308166,303272,293726,304566,292525,314172
3827,EL DIFICIL,74307,54016,59668,67264,62307,64028,66991,64279,61175,66851,62891,74248,79228,60848,69312,70470,67927,68701,73393,66017,64051,71682,69299,81635,87705,67980,75815,70197,65206,68259,69755,80034,79591,87757,90128,97550,109460,92143,97911,75652,76948,79330,70526,66535,65171,68767,69522,81481,86695,61526,74541,70055,67876,74031,74735,71890,68799,73543,71922,85123
3845,EL EBANAL,82203,60554,65592,70563,62507,66024,71939,66627,60077,60982,58807,69885,72108,56022,60790,65216,64247,65089,67847,67424,60208,62864,62267,73056,76405,59804,72422,59611,58418,64022,72289,68281,66594,71597,69316,78334,82881,63814,67751,73452,64955,69908,74231,70787,67898,73741,70073,83757,87311,65127,80070,71488,68998,72526,80554,75638,70850,73013,70929,86845
3833,EL ESCOBAL,114387,104388,114123,110894,122681,121560,136563,135118,125795,121738,118482,127057,105140,104088,114394,107817,116889,109361,113174,96954,72179,75382,72824,76589,66963,71955,71917,75100,75916,71642,79769,87755,93932,95902,92443,101253,88582,87447,98239,89867,92121,90344,96561,101556,102639,105361,102396,112540,93452,96997,108377,109868,109740,106294,114685,118786,116398,121039,121283,137281
3852,EL KORAN,0,0,0,0,0,0,0,0,0,0,57453,142651,154480,94709,107283,115248,104278,121803,134223,134074,120973,135109,124813,180873,185748,103027,135538,99077,108304,112837,117715,121292,105371,125948,123419,168667,180792,98445,111847,134794,126710,131718,129937,132154,115691,138126,131109,184531,191762,103556,134299,119646,113442,126014,131813,127193,111517,129817,128384,190185
3946,EL PATA,126970,89222,95037,110216,85349,119215,110338,103150,94599,108920,102750,131446,126687,84261,98687,102209,97660,125220,112379,105721,95457,110423,103972,136824,0,0,0,0,0,41298,122051,110620,97886,115023,109246,139593,137859,88554,100269,118793,100145,120150,126602,109917,98084,114768,109578,146144,143371,89177,119658,102212,101423,122572,126207,110736,99276,117698,112811,145866
3918,EL PLACER,161227,128815,141765,149031,140918,146426,160124,158045,143844,152908,176330,183110,183020,144988,152616,165665,0,0,0,0,0,24337,178209,218866,208113,170098,196233,181944,191710,148897,171091,218581,183318,190771,191326,223790,210720,166320,172627,181314,177797,177723,198242,195191,179543,183131,182251,219630,212383,166550,197465,183944,188553,187283,202059,195734,179559,182497,172724,198026
3826,EL ROBLE,523190,379434,435401,458922,387110,459992,429470,467938,402002,463184,455990,595702,566310,397288,452530,473106,482072,497066,475917,491955,425196,503127,477146,637033,598914,428277,549605,431198,500518,473836,468375,508969,455449,526809,506297,657040,624141,441903,493820,554939,507321,528544,558741,547292,471483,544658,527903,718883,650287,455763,591471,497772,514603,566983,592646,582742,520042,577706,573343,777778
3859,EL YUCAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13858,31195,29592,26848,29389,28730,30060,29259,33194,37845,28537,32949,30790,31797,29726,31172,32383,31454,31755,33566,35993,38143,28846,33241,32290,35395,32374,33799,34938,33305,35828,37878,40667
4804,ESTAMBUL,386707,349398,372435,379044,393446,376560,406332,410484,386834,406595,401149,462045,413662,372064,407867,394552,401575,393890,412808,411793,387535,415379,413593,484494,425420,395937,425982,412043,439171,444898,482301,468952,444007,462926,462372,524790,470866,417701,467101,448463,467576,466668,489507,484950,435163,439326,448118,523104,469229,423858,472464,452376,467533,460400,488886,487530,462452,489194,0,0
3844,FLANDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64054,208313,175043,156165,183619,171610,218517,226527,142728,163714,189181,165736,198746,211323,181534,158080,181328,172214,229232,225875,141382,188927,158724,159660,195445,207789,182641,159812,188083,177255,231138
3871,FUSCA,63336,75380,90937,82944,89011,71794,71306,88000,80288,77157,79945,78111,65331,80719,91742,80962,96886,87925,83680,98808,96137,107891,104613,105157,85477,96283,99700,104633,108070,96278,89580,104129,108411,104041,105452,107204,85939,102513,116318,99349,104045,93299,88987,104894,97899,97687,99923,105892,83214,95321,104468,92256,101181,98963,92087,122218,123667,114977,116932,125032
3805,GALAPA,206165,192906,211873,204527,209918,196433,207648,201033,196777,206285,203806,221285,207458,193804,221481,211642,213355,212834,227442,227244,221106,235788,227280,251130,229113,210508,229872,215015,219500,213009,223793,221567,213679,222279,218493,243956,221997,204972,232221,216319,220165,217578,231602,233998,221226,226152,226875,244524,228982,203910,238032,224850,224452,218380,228815,233013,222630,228351,223998,249466
3890,GAMARRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19758,37333,37425,38837,42018,46225,42714,41595,46304,43468,39611,39948,39426,38891,36047,39373,38709,37349,25556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,GAMBOTE,174450,130520,144621,161510,142533,144046,152646,152486,142413,154279,145553,180283,187069,139946,152315,165795,156903,161780,169093,164740,155446,174993,163749,194039,208300,158315,186899,156479,160005,158750,163172,170170,157297,165673,159844,191344,199414,145035,161979,179101,160478,167422,171437,165049,156902,166208,162387,196437,205424,149429,181586,168728,161927,164692,173637,171901,159108,172247,161680,197562
3814,GUALANDAY,445707,333421,362654,401085,363792,395251,406965,396631,365335,409722,406803,481875,469983,340132,388996,399538,392882,430746,432285,416409,387483,432118,407740,516075,499054,359078,444072,377511,408079,404752,432111,439144,398181,441263,423886,515713,507555,360786,400322,438426,387535,438543,454454,434646,404598,445431,425277,528808,509402,362739,442517,399829,398383,433402,451034,430513,395993,448546,430206,515008
3858,GUARNE,578279,459768,514722,518362,502847,536853,524995,558216,501653,536121,529705,626659,626004,477935,534719,515949,546018,578422,574667,588633,538717,575813,571649,685407,679452,531865,608554,536188,596588,588643,597034,634257,579692,546704,497690,600295,219484,507960,562301,585492,584925,599108,639624,624014,569122,603463,606504,706016,691087,549527,639142,588284,602788,647580,674174,674263,621268,651998,647119,764383
6404,GUATAQUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,HONDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38994,114672,132304,124770,161004,170599,110976,141250,114929,124956,128373,132815,136506,120465,136745,130147,163719,184108,114208,124404,140220,120464,137265,138458,134103,119614,135273,129818,165445,182806,117580,143443,125395,124952,136189,142909,134709,119229,134459,124465,152496
3970,IRACA,113380,84189,91555,94211,90376,91143,95667,100360,90875,97457,92841,108451,124470,85497,95537,95397,96232,96519,97581,104100,96440,107603,102310,117126,133083,95187,107072,94471,99765,101346,102774,107695,100733,106630,105113,120307,130462,95760,104063,104991,100118,98204,104911,111136,98929,106868,106070,122230,128739,89700,106323,97267,95708,95827,102794,99967,95431,102903,100835,119374
10006,JUAN MINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,LA APARTADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16405,151893,167764,107243,129057,103840,110086,106122,97907,113156,98690,106531,102194,125142,141415,86581,93310,107914,87510,96304,96148,101112,90091,97762,91113,125568,154890,91808,116155,104712,78775,59339,102404,106610,93183,105480,102281,135689
3850,LA CABAÑA,0,0,0,0,0,0,0,0,0,0,0,21329,54233,46516,53016,49994,56779,50662,51848,57366,50867,54381,53774,56516,59250,50147,57752,50772,58128,55660,57389,56902,51633,55783,53610,56251,57459,50300,53616,54906,53371,48992,51680,52224,47153,50819,47548,50832,51172,42861,47801,41754,37042,32871,30919,32202,35393,40209,45235,52613
3819,LA ESPERANZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43156,102925,102506,109456,103542,96451,99274,94462,111557,125014,85272,99095,112749,99117,100623,105880,102717,99977,104766,100350,119471,134234,91874,112953,102991,97460,92965,108550,102825,95881,103128,100076,120453
3800,LA GOMEZ,140431,88874,99423,115850,79229,109703,120987,109860,99049,108980,102361,123970,139876,94551,106755,103405,99583,103528,117053,111602,108338,117345,111274,141561,161196,100913,115893,100227,93041,103249,100873,101799,96511,104881,102179,131745,151759,88198,94448,108062,91865,98481,98626,98091,93578,69662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,LA LIBERTAD,145581,116892,133252,128381,128976,121552,121674,126053,118296,123562,121365,127341,138407,103706,110953,109871,106933,106942,117074,121922,117770,123785,111314,123206,122073,96967,101485,91502,92884,91569,94790,95629,91219,96307,91693,104334,110453,82563,92880,92284,89724,90498,91833,97349,86513,93214,94996,109286,110693,87220,101601,94072,97645,95810,97044,97142,91356,99182,99204,110471
3801,LA LOMA,195948,123681,128312,153086,129818,142410,148382,134024,127899,143541,133019,160678,189513,128110,143148,141791,134883,140756,152614,144198,137129,154825,146955,176781,211722,132343,155130,133243,129142,137178,130107,143952,135997,150764,146362,175567,209067,129410,145888,160366,148551,155728,145959,140596,137617,150350,142897,179712,215439,131095,161002,151813,150669,164078,164480,154629,147618,160476,153004,190995
3969,LA PARADA,456669,409414,436006,417534,438178,402241,441618,440692,428025,435110,407642,444083,390908,382347,429535,398205,426610,399516,440657,408166,364297,371015,357246,395896,332881,343622,355894,366972,374540,352280,381386,418040,457070,453551,431108,462565,408867,408532,458477,410362,433473,420301,447681,472724,468029,461931,469421,530389,454683,454425,487234,498338,511312,486228,515520,534735,544885,552355,541036,611385
3811,LA PINTADA,0,0,0,0,0,0,0,0,0,0,17317,22638,25564,15952,21701,20671,23598,20110,19640,20717,18108,22311,21731,27822,29014,22854,35457,32762,31673,37547,41692,61968,49057,49555,29848,30365,39817,52119,36327,36043,32452,36229,33597,33522,31612,33708,31338,37078,39843,29903,36662,34652,52407,44221,42558,47553,55171,37926,39985,42729
3867,LAS FLORES,329068,284113,302508,308260,307489,291959,316996,308293,306935,314954,300194,343311,325950,272496,304510,300642,301183,304893,322888,314011,310681,326952,311328,359211,338197,293907,322998,297445,307021,303632,311663,314944,310695,319818,314431,361104,333838,275860,305780,301471,300136,299089,312187,308815,304357,312779,310982,359539,333117,272515,310113,297108,295749,287894,308496,306438,299307,314521,302765,349194
3932,LAS PALMAS,224152,207657,234966,223926,231158,229897,231250,255864,232708,241738,246424,282699,254261,234757,266074,247164,271856,261998,270228,282670,262361,263503,270570,310445,276928,262642,282694,265708,286889,277802,293479,292965,281103,298662,300545,338457,340993,272813,292050,287603,297370,290885,304808,305414,284640,297134,299385,335531,297229,277374,310213,302718,309656,308317,320236,335476,320596,316377,323582,354137
7205,LEBRIJA,232741,207422,232835,226675,235150,236073,242921,242988,245395,253630,231783,263385,250221,215457,242272,234984,249579,244125,256340,251014,239764,250020,241130,262669,248170,223071,238804,135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,LOBOGUERRERO,151177,136485,146008,152327,160136,145704,164176,156304,150290,154635,150942,151291,166478,144982,144505,159543,158588,149722,158109,158518,160976,172833,153615,159834,0,0,0,0,0,0,0,0,0,114614,159694,162914,139524,147541,141443,158453,91961,171890,172519,165988,158797,159868,153408,160818,168777,141513,160978,152073,160946,165199,176492,190031,173616,178367,166294,176831
3930,LOS ACACIOS,198603,152345,168394,181611,159636,168571,166557,178224,158114,173525,160465,175325,185054,144541,164723,170633,176421,171435,169359,169520,148883,167847,161037,185796,190052,148877,183403,151553,172970,164165,174848,181082,160725,177569,164662,187561,192939,150722,164719,184732,172340,177325,185930,183988,166387,184860,176925,197980,207255,152652,198849,173194,175876,186892,203968,206199,186508,187477,182471,216634
3857,LOS CAUCHOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42095,169322,163864,193278,178548,142711,163229,148280,158264,155178,160506,164369,157680,169879,165432,190735,172264,127913,152734,158871,151274,159452,166074,161710,152495,159755,156532,187954,175755,134753,159997,143921,144695,150635,157955,155363,146853,160183,155233,183518
3830,LOS CEDROS,59667,48077,54588,55994,53382,54079,57472,55312,54537,58253,57614,64966,66592,55580,63537,61276,59557,61399,63552,63414,63536,69928,65396,75729,75446,61695,72841,61000,64686,66588,68352,66105,64850,68420,66984,73872,73590,56644,63788,66830,58114,61673,62533,59816,52665,54247,53090,63313,61109,47349,58944,51514,58799,67981,59113,55198,54243,57076,53727,64190
3817,LOS CUROS,186572,122209,132067,157565,156992,152318,142148,141427,129902,152588,150587,181682,192160,121944,138415,149793,139780,157015,156657,151388,134913,159767,152228,191757,199706,129244,166923,127969,141925,142636,139641,149190,138273,156464,153758,188645,197726,129161,141057,163429,140403,151883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,LOS GARZONES 1,407755,342847,381188,385837,375475,370870,392254,382286,378850,402901,383232,439398,417402,349907,402396,393979,396053,410312,424205,423797,411602,440331,428303,488261,469804,401559,452539,406289,434116,438555,451228,446984,428369,445569,437048,489650,469286,389652,436843,432647,429069,429501,447780,447941,418325,430464,430514,477178,457150,382433,437121,415892,423826,419963,441564,440409,420007,446850,430763,481567
3976,LOS MANGUITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28198,116586,138851,125569,134411,127987,157311,171914,114521,126183,138427,123647,130447,129986,126613,121497,127829,125250,156628,175756,110916,132792,122133,99084,80263,121014,124377,109983,124871,119806,150954
3851,LOS PATIOS,0,0,0,0,0,0,0,0,0,0,0,60451,140081,132930,147559,135432,152745,138464,138202,148043,142512,148603,145825,156298,142677,137255,143846,145237,153732,145847,143789,145099,143766,145712,140530,152842,138194,132178,142914,137465,143200,134480,132498,137221,129769,128929,128146,138828,126042,119737,134256,126293,129445,120884,105789,113652,113956,118015,123116,141107
3810,MACHETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6262,46060,57032,49849,65278,72094,44988,58182,44078,54480,52568,51303,52411,48807,57399,55171,64265,72174,44139,49779,56702,50541,53962,54411,52831,48272,55230,53634,67529,69726,45418,56748,45836,48571,51736,49424,49533,44658,55233,55079,68252
3904,MARAHUACO,135060,92375,112571,114981,100442,105084,107294,111381,96829,110752,107715,133041,143740,108234,112841,114115,111335,118284,121120,117487,104662,119562,119983,142098,150624,116039,130521,105685,115154,117870,133283,122998,111392,121392,114890,132956,148472,115275,114771,120782,104331,115731,125235,116763,113680,128524,115455,139205,152528,119145,136019,117994,111282,120184,135429,129188,114964,127497,125773,154819
3938,MATA DE CAÑA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11967,111761,135359,79026,105414,73636,83863,82108,85713,73147,64695,73969,70050,88102,111767,56397,65487,87146,63304,74579,77890,73652,63678,69962,68377,86507,109344,54227,79789,61920,62764,78611,81659,73893,66819,76946,69842,90098
5606,MEDIACANOA,215425,176365,192266,210345,189394,198092,211759,218956,198784,210380,204823,224564,230658,186498,198122,219543,216823,221626,228114,235965,209510,223846,209129,226289,247748,200820,236395,202887,218899,198428,211955,238032,211373,227279,222578,232527,235989,192309,208113,214100,195432,212071,231581,223981,201300,215732,212680,223562,229284,190692,222354,201573,201855,208400,227783,228275,203337,216892,0,0
3995,MORRISON,250495,165368,173850,200492,178857,190950,198891,183791,174612,194374,182508,222431,242409,171104,190973,193767,188931,196045,210768,199397,194965,208702,200787,247212,272137,179564,207652,183641,179257,186452,178316,191195,179391,192399,188696,233909,263817,167177,181396,200549,179900,189283,188640,185718,182036,130874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,NENGUANJE,125884,72154,80981,90453,72551,82994,83149,83243,70998,73852,74196,93778,119232,71596,80116,86170,79776,87367,88546,88394,75255,80247,79437,105067,138334,80663,106330,76665,83430,87445,98729,94514,81026,87771,87154,109153,145088,84158,93964,107327,89865,95920,105613,97836,84519,98608,94182,119569,152394,87451,119406,97084,92582,101627,119640,115612,98122,102014,103792,129463
3854,NEIVA,183666,141643,150254,161628,137766,170872,167777,156489,148657,164297,157429,187094,177149,126514,143431,143646,139933,170777,159579,150026,140553,156976,149056,183863,0,0,0,0,0,55020,159841,150264,138367,158030,152202,182920,176039,123425,138745,153095,138408,159230,166458,150301,136828,157372,151128,190219,184141,129199,164717,145993,147565,166065,171047,155241,144039,163510,157733,194599
3853,OCOA,312461,230583,262821,269760,269273,271484,281873,289626,280045,310712,289039,335637,346204,263234,293911,283873,293754,294163,303403,303033,289329,320974,297177,345157,343303,260550,287434,256722,273333,267507,272888,276056,259747,289876,280205,316550,321907,247538,275371,275832,265078,249469,268833,281083,252628,285099,274062,314303,312655,226355,279828,257296,262948,267758,279347,269267,266521,297714,287157,330469
